Uniprot_ID,Query Cover,E value,Per_ident,Acc. Len,Accession  ,,Uniprot_ID,
A0A329ZQL1,96%,2.00E-153,27.92,1137,Query_55976,,A0A329ZQL1,TRUE
A0A330L7U1,99%,0,58.91,1231,Query_55977,,A0A330L7U1,TRUE
A0A344L4L5,96%,4.00E-168,32.98,1186,Query_55978,,A0A344L4L5,TRUE
A0A344PL45,99%,0,59.63,1259,Query_55979,,A0A344PL45,TRUE
A0A344UU70,95%,5.00E-159,31.58,1153,Query_55980,,A0A344UU70,TRUE
A0A344W0S2,96%,6.00E-175,30.93,1186,Query_55981,,A0A344W0S2,TRUE
A0A345IUH1,95%,2.00E-161,29.44,1155,Query_55982,,A0A345IUH1,TRUE
A0A345J1W0,97%,4.00E-167,30.03,1159,Query_55983,,A0A345J1W0,TRUE
A0A345NZI2,96%,0,37.15,1146,Query_55984,,A0A345NZI2,TRUE
A0A345PB72,99%,0,65.36,1236,Query_55985,,A0A345PB72,TRUE
A0A345T3Q3,96%,0,32.34,1167,Query_55986,,A0A345T3Q3,TRUE
A0A345UGR6,99%,0,61.19,1236,Query_55987,,A0A345UGR6,TRUE
A0A345V7G3,96%,3.00E-164,31.79,1216,Query_55988,,A0A345V7G3,TRUE
A0A345XKR0,96%,2.00E-176,31.63,1170,Query_55989,,A0A345XKR0,TRUE
A0A346A238,99%,0,62.7,1241,Query_55990,,A0A346A238,TRUE
A0A346N797,99%,0,62.14,1258,Query_55991,,A0A346N797,TRUE
A0A346R4F6,99%,0,62.42,1249,Query_55992,,A0A346R4F6,TRUE
A0A346XT49,96%,1.00E-173,31.48,1157,Query_55993,,A0A346XT49,TRUE
A0A347TH86,97%,2.00E-161,29.47,1159,Query_55994,,A0A347TH86,TRUE
A0A347ZVR5,96%,4.00E-166,30.84,1152,Query_55995,,A0A347ZVR5,TRUE
A0A348G1R3,99%,0,62.68,1246,Query_55996,,A0A348G1R3,TRUE
A0A348XI44,99%,0,63.33,1253,Query_55997,,A0A348XI44,TRUE
A0A349GSD8,97%,0,40.9,1131,Query_55998,,A0A349GSD8,TRUE
A0A350BKN8,96%,0,32.51,1166,Query_55999,,A0A350BKN8,TRUE
A0A350G5K0,96%,0,32.55,1181,Query_56000,,A0A350G5K0,TRUE
A0A350ILE8,98%,0,56.84,1226,Query_56001,,A0A350ILE8,TRUE
A0A350J0X9,99%,0,65.47,1240,Query_56002,,A0A350J0X9,TRUE
A0A350MQV6,98%,0,53.33,1237,Query_56003,,A0A350MQV6,TRUE
A0A350UIZ5,97%,0,33.31,1197,Query_56004,,A0A350UIZ5,TRUE
A0A350Y0J1,95%,2.00E-176,31.09,1204,Query_56005,,A0A350Y0J1,TRUE
A0A351C420,99%,0,61,1221,Query_56006,,A0A351C420,TRUE
A0A351HT65,99%,0,55.68,1225,Query_56007,,A0A351HT65,TRUE
A0A351L0D6,95%,0,32.01,1187,Query_56008,,A0A351L0D6,TRUE
A0A351MFZ9,99%,0,58.71,1259,Query_56009,,A0A351MFZ9,TRUE
A0A352AR59,95%,5.00E-178,31.01,1191,Query_56010,,A0A352AR59,TRUE
A0A352F2K6,96%,0,32.27,1177,Query_56011,,A0A352F2K6,TRUE
A0A352F9Q2,98%,0,53.45,1251,Query_56012,,A0A352F9Q2,TRUE
A0A352KQ69,99%,0,62.89,1234,Query_56013,,A0A352KQ69,TRUE
A0A352M919,96%,5.00E-163,30.91,1192,Query_56014,,A0A352M919,TRUE
A0A352XGR3,95%,7.00E-179,30.72,1218,Query_56015,,A0A352XGR3,TRUE
A0A353R527,99%,0,62.25,1261,Query_56016,,A0A353R527,TRUE
A0A353RRW8,96%,0,34.6,1147,Query_56017,,A0A353RRW8,TRUE
A0A353SVQ1,96%,7.00E-154,31.38,1126,Query_56018,,A0A353SVQ1,TRUE
A0A353VE09,84%,0,38.21,1131,Query_56019,,A0A353VE09,TRUE
A0A353VQ77,98%,0,50.08,1213,Query_56020,,A0A353VQ77,TRUE
A0A353X424,99%,0,60.55,1235,Query_56021,,A0A353X424,TRUE
A0A353Z6K8,99%,0,55.97,1236,Query_56022,,A0A353Z6K8,TRUE
A0A354IU07,99%,0,68.86,1256,Query_56023,,A0A354IU07,TRUE
A0A354V7P9,96%,3.00E-171,32.31,1162,Query_56024,,A0A354V7P9,TRUE
A0A355E8G3,96%,0,36.29,1175,Query_56025,,A0A355E8G3,TRUE
A0A355IT86,99%,0,57.03,1222,Query_56026,,A0A355IT86,TRUE
A0A355M3Y8,99%,0,54.8,1216,Query_56027,,A0A355M3Y8,TRUE
A0A356D178,100%,0,80.29,1228,Query_56028,,A0A356D178,TRUE
A0A356EI08,73%,7.00E-85,30.21,1165,Query_56029,,A0A356EI08,TRUE
A0A356KMD3,99%,0,53.64,1209,Query_56030,,A0A356KMD3,TRUE
A0A356S7E1,99%,0,61.8,1229,Query_56031,,A0A356S7E1,TRUE
A0A356THM7,99%,0,61.39,1234,Query_56032,,A0A356THM7,TRUE
A0A356VWP2,99%,0,63.69,1236,Query_56033,,A0A356VWP2,TRUE
A0A357AAN5,95%,0,32.78,1180,Query_56034,,A0A357AAN5,TRUE
A0A357BLV7,99%,0,58.97,1227,Query_56035,,A0A357BLV7,TRUE
A0A358M1H0,99%,0,50.77,1207,Query_56036,,A0A358M1H0,TRUE
A0A358QNG0,96%,0,33.5,1180,Query_56037,,A0A358QNG0,TRUE
A0A358SWC0,96%,0,34.07,1149,Query_56038,,A0A358SWC0,TRUE
A0A359BEY3,99%,0,59.87,1222,Query_56039,,A0A359BEY3,TRUE
A0A359CAA7,96%,6.00E-156,32.03,1141,Query_56040,,A0A359CAA7,TRUE
A0A359F027,96%,0,32.35,1170,Query_56041,,A0A359F027,TRUE
A0A359LTI4,96%,0,34.01,1192,Query_56042,,A0A359LTI4,TRUE
A0A363SLU2,99%,0,64.65,1219,Query_56043,,A0A363SLU2,TRUE
A0A363TM25,96%,3.00E-162,31.19,1127,Query_56044,,A0A363TM25,TRUE
A0A363TV77,98%,0,60.84,1243,Query_56045,,A0A363TV77,TRUE
A0A364JZW6,98%,0,61.66,1263,Query_56046,,A0A364JZW6,TRUE
A0A364K2H6,96%,0,36.65,1149,Query_56047,,A0A364K2H6,TRUE
A0A364P104,96%,6.00E-169,30.99,1157,Query_56048,,A0A364P104,TRUE
A0A365H4M0,96%,2.00E-175,32.65,1158,Query_56049,,A0A365H4M0,TRUE
A0A365YZ47,96%,9.00E-178,32.41,1169,Query_56050,,A0A365YZ47,TRUE
A0A365ZTZ6,96%,6.00E-171,33.06,1185,Query_56051,,A0A365ZTZ6,TRUE
A0A365ZUM1,96%,2.00E-160,30.95,1182,Query_56052,,A0A365ZUM1,TRUE
A0A365ZZZ2,95%,0,32.86,1171,Query_56053,,A0A365ZZZ2,TRUE
A0A366FU17,98%,0,61.6,1244,Query_56054,,A0A366FU17,TRUE
A0A366H9U6,98%,0,59.86,1257,Query_56055,,A0A366H9U6,TRUE
A0A366HZP7,100%,0,84.6,1227,Query_56056,,A0A366HZP7,TRUE
A0A366MRS6,97%,1.00E-157,28.14,1157,Query_56057,,A0A366MRS6,TRUE
A0A366Y1M1,96%,0,38.27,1142,Query_56058,,A0A366Y1M1,TRUE
A0A366ZQU9,99%,0,62.34,1268,Query_56059,,A0A366ZQU9,TRUE
A0A367A7J0,99%,0,63.05,1270,Query_56060,,A0A367A7J0,TRUE
A0A367AHQ4,99%,0,62.91,1264,Query_56061,,A0A367AHQ4,TRUE
A0A367FB76,96%,1.00E-170,31.35,1176,Query_56062,,A0A367FB76,TRUE
A0A367FHB2,97%,4.00E-173,33.22,1155,Query_56063,,A0A367FHB2,TRUE
A0A367FJY6,99%,0,55.45,1257,Query_56064,,A0A367FJY6,TRUE
A0A367GLG4,99%,0,59.29,1237,Query_56065,,A0A367GLG4,TRUE
A0A367Q582,96%,0,31.41,1176,Query_56066,,A0A367Q582,TRUE
A0A367QS98,96%,0,31.7,1188,Query_56067,,A0A367QS98,TRUE
A0A367YZC6,99%,0,61.54,1266,Query_56068,,A0A367YZC6,TRUE
A0A367Z0M3,96%,0,31.57,1145,Query_56069,,A0A367Z0M3,TRUE
A0A367ZG19,96%,0,33.15,1221,Query_56070,,A0A367ZG19,TRUE
A0A367ZPR1,92%,6.00E-139,33.98,1188,Query_56071,,A0A367ZPR1,TRUE
A0A368A309,99%,0,59.33,1254,Query_56072,,A0A368A309,TRUE
A0A368C115,99%,0,59.32,1220,Query_56073,,A0A368C115,TRUE
A0A368CLN3,97%,1.00E-177,31.59,1195,Query_56074,,A0A368CLN3,TRUE
A0A368ET90,96%,0,57.12,1174,Query_56075,,A0A368ET90,TRUE
A0A368KT17,98%,0,58.18,1236,Query_56076,,A0A368KT17,TRUE
A0A368KZR6,99%,0,60.45,1249,Query_56077,,A0A368KZR6,TRUE
A0A368NJG6,99%,0,71.81,1223,Query_56078,,A0A368NJG6,TRUE
A0A368T9C6,96%,7.00E-178,33.09,1155,Query_56079,,A0A368T9C6,TRUE
A0A368U519,99%,0,66.23,1231,Query_56080,,A0A368U519,TRUE
A0A368Z5C0,99%,0,60.48,1250,Query_56081,,A0A368Z5C0,TRUE
A0A369BPH6,96%,0,38.18,1145,Query_56082,,A0A369BPH6,TRUE
A0A369CH26,99%,0,64.04,1266,Query_56083,,A0A369CH26,TRUE
A0A369KWD4,97%,5.00E-172,30.91,1168,Query_56084,,A0A369KWD4,TRUE
A0A369S2C7,99%,0,53.06,1256,Query_56085,,A0A369S2C7,TRUE
A0A369TCZ9,96%,1.00E-168,30.16,1169,Query_56086,,A0A369TCZ9,TRUE
A0A369W380,98%,0,61.65,1259,Query_56087,,A0A369W380,TRUE
A0A369WSB3,100%,0,68.31,1241,Query_56088,,A0A369WSB3,TRUE
A0A369Y0K4,98%,0,39.7,1127,Query_56089,,A0A369Y0K4,TRUE
A0A370BGS9,96%,1.00E-178,31.56,1169,Query_56090,,A0A370BGS9,TRUE
A0A370D9D9,99%,0,66.53,1233,Query_56091,,A0A370D9D9,TRUE
A0A370DNU6,99%,0,65.9,1234,Query_56092,,A0A370DNU6,TRUE
A0A370G9R6,97%,2.00E-175,32.36,1168,Query_56093,,A0A370G9R6,TRUE
A0A370GN93,99%,0,65.03,1225,Query_56094,,A0A370GN93,TRUE
A0A370H5S8,96%,1.00E-172,31.72,1192,Query_56095,,A0A370H5S8,TRUE
A0A370QHH9,99%,0,86.26,1225,Query_56096,,A0A370QHH9,TRUE
A0A371BE01,98%,0,61.53,1233,Query_56097,,A0A371BE01,TRUE
A0A371PMB4,96%,0,38.44,1146,Query_56098,,A0A371PMB4,TRUE
A0A371QJN6,99%,0,60.28,1236,Query_56099,,A0A371QJN6,TRUE
A0A371WSK2,99%,0,61.11,1260,Query_56100,,A0A371WSK2,TRUE
A0A371X243,98%,0,61.06,1268,Query_56101,,A0A371X243,TRUE
A0A372DHM2,95%,3.00E-176,31.47,1202,Query_56102,,A0A372DHM2,TRUE
A0A372FVW9,96%,3.00E-170,31.98,1167,Query_56103,,A0A372FVW9,TRUE
A0A372J0P5,99%,0,62.15,1270,Query_56104,,A0A372J0P5,TRUE
A0A372LGF5,96%,0,37.02,1149,Query_56105,,A0A372LGF5,TRUE
A0A372LJ76,96%,0,38.04,1167,Query_56106,,A0A372LJ76,TRUE
A0A372MLR7,99%,0,41.18,1173,Query_56107,,A0A372MLR7,TRUE
A0A375AKX9,99%,0,41.6,1172,Query_56108,,A0A375AKX9,TRUE
A0A375I1S2,96%,9.00E-153,32.79,1176,Query_56109,,A0A375I1S2,TRUE
A0A375Z1J5,96%,8.00E-176,31.97,1196,Query_56110,,A0A375Z1J5,TRUE
A0A376DMK8,98%,0,77.53,1226,Query_56111,,A0A376DMK8,TRUE
A0A377HJ27,99%,0,73.43,1224,Query_56112,,A0A377HJ27,TRUE
A0A377PYD4,97%,4.00E-149,28.67,1146,Query_56113,,A0A377PYD4,TRUE
A0A378Q2Q3,99%,0,61.99,1276,Query_56114,,A0A378Q2Q3,TRUE
A0A378TQ65,99%,0,62.83,1243,Query_56115,,A0A378TQ65,TRUE
A0A378UD65,99%,0,64.13,1250,Query_56116,,A0A378UD65,TRUE
A0A378XG52,98%,0,59.68,1258,Query_56117,,A0A378XG52,TRUE
A0A378ZXB4,99%,0,62.16,1242,Query_56118,,A0A378ZXB4,TRUE
A0A379GCZ0,92%,0,77.77,1151,Query_56119,,A0A379GCZ0,TRUE
A0A379LMT5,99%,0,61.82,1272,Query_56120,,A0A379LMT5,TRUE
A0A379MVI6,98%,0,49.96,1195,Query_56121,,A0A379MVI6,TRUE
A0A380UK75,99%,0,63.47,1228,Query_56122,,A0A380UK75,TRUE
A0A380XP55,96%,0,37.11,1148,Query_56123,,A0A380XP55,TRUE
A0A381F2M9,92%,0,65.48,1158,Query_56124,,A0A381F2M9,TRUE
A0A384HUD8,96%,8.00E-174,32,1156,Query_56125,,A0A384HUD8,TRUE
A0A385B2C0,96%,3.00E-174,31.74,1167,Query_56126,,A0A385B2C0,TRUE
A0A385NQ37,96%,0,36.85,1150,Query_56127,,A0A385NQ37,TRUE
A0A386E0G2,99%,0,61.56,1257,Query_56128,,A0A386E0G2,TRUE
A0A386WHN8,96%,2.00E-175,31.74,1167,Query_56129,,A0A386WHN8,TRUE
A0A387BPQ9,96%,2.00E-166,31.79,1204,Query_56130,,A0A387BPQ9,TRUE
A0A389M1R7,99%,0,52.42,1221,Query_56131,,A0A389M1R7,TRUE
A0A389M296,98%,0,61.09,1241,Query_56132,,A0A389M296,TRUE
A0A391NRW7,99%,0,66.8,1230,Query_56133,,A0A391NRW7,TRUE
A0A396S373,96%,0,38.79,1143,Query_56134,,A0A396S373,TRUE
A0A396U013,99%,0,69.82,1230,Query_56135,,A0A396U013,TRUE
A0A396Z680,99%,0,59.67,1246,Query_56136,,A0A396Z680,TRUE
A0A398B6M7,96%,0,37.07,1150,Query_56137,,A0A398B6M7,TRUE
A0A398CQG6,96%,0,39.55,1150,Query_56138,,A0A398CQG6,TRUE
A0A399D378,99%,0,56.96,1222,Query_56139,,A0A399D378,TRUE
A0A399DZC4,96%,2.00E-173,31.7,1215,Query_56140,,A0A399DZC4,TRUE
A0A399EVC0,96%,0,31.77,1238,Query_56141,,A0A399EVC0,TRUE
A0A399G966,95%,2.00E-164,32.34,1134,Query_56142,,A0A399G966,TRUE
A0A399T3C2,99%,0,57.22,1222,Query_56143,,A0A399T3C2,TRUE
A0A399VQT4,96%,6.00E-166,31.84,1181,Query_56144,,A0A399VQT4,TRUE
A0A399WWI1,96%,3.00E-179,31.49,1184,Query_56145,,A0A399WWI1,TRUE
A0A399WXX9,95%,4.00E-155,31.43,1126,Query_56146,,A0A399WXX9,TRUE
A0A399XZP0,96%,0,33.56,1139,Query_56147,,A0A399XZP0,TRUE
A0A399YKU4,99%,0,55.08,1225,Query_56148,,A0A399YKU4,TRUE
A0A399ZVU4,96%,0,33.1,1222,Query_56149,,A0A399ZVU4,TRUE
A0A3A0B4K0,99%,0,58.52,1221,Query_56150,,A0A3A0B4K0,TRUE
A0A3A0CT83,95%,3.00E-179,31.43,1154,Query_56151,,A0A3A0CT83,TRUE
A0A3A0DTU9,96%,0,31.53,1154,Query_56152,,A0A3A0DTU9,TRUE
A0A3A0DXB4,98%,0,59.54,1237,Query_56153,,A0A3A0DXB4,TRUE
A0A3A0DZB1,99%,0,54.89,1257,Query_56154,,A0A3A0DZB1,TRUE
A0A3A0FSM5,99%,0,57.87,1225,Query_56155,,A0A3A0FSM5,TRUE
A0A3A1V8H4,96%,0,39.06,1146,Query_56156,,A0A3A1V8H4,TRUE
A0A3A3YVJ7,95%,8.00E-178,31.86,1137,Query_56157,,A0A3A3YVJ7,TRUE
A0A3A4BBC2,96%,0,33.74,1156,Query_56158,,A0A3A4BBC2,TRUE
A0A3A4KAG0,96%,1.00E-178,32.61,1151,Query_56159,,A0A3A4KAG0,TRUE
A0A3A4NKL9,96%,9.00E-155,30.72,1125,Query_56160,,A0A3A4NKL9,TRUE
A0A3A4PD00,98%,0,37.39,1167,Query_56161,,A0A3A4PD00,TRUE
A0A3A4RAZ9,99%,0,61.61,1227,Query_56162,,A0A3A4RAZ9,TRUE
A0A3A5HA11,99%,0,62.58,1273,Query_56163,,A0A3A5HA11,TRUE
A0A3A6NUH5,99%,0,59.26,1249,Query_56164,,A0A3A6NUH5,TRUE
A0A3A6PP61,97%,0,38.66,1146,Query_56165,,A0A3A6PP61,TRUE
A0A3A6TIM0,99%,0,63.99,1243,Query_56166,,A0A3A6TIM0,TRUE
A0A3A8I4I1,96%,0,35.59,1171,Query_56167,,A0A3A8I4I1,TRUE
A0A3A9JLI0,96%,1.00E-169,31.37,1166,Query_56168,,A0A3A9JLI0,TRUE
A0A3A9K1Z4,96%,0,37.06,1152,Query_56169,,A0A3A9K1Z4,TRUE
A0A3A9YQE4,96%,2.00E-173,31.99,1170,Query_56170,,A0A3A9YQE4,TRUE
A0A3B0CD21,96%,0,37.83,1146,Query_56171,,A0A3B0CD21,TRUE
A0A3B3H4T6,99%,0,55.03,1270,Query_56172,,A0A3B3H4T6,TRUE
A0A3B3RC64,99%,0,54.63,1242,Query_56173,,A0A3B3RC64,TRUE
A0A3B4ASD7,94%,0,51.98,1184,Query_56174,,A0A3B4ASD7,TRUE
A0A3B4AUE5,93%,0,52.38,1161,Query_56175,,A0A3B4AUE5,TRUE
A0A3B4E701,100%,0,54.73,1266,Query_56176,,A0A3B4E701,TRUE
A0A3B7AAU9,99%,0,61.24,1221,Query_56177,,A0A3B7AAU9,TRUE
A0A3B7DIM4,98%,0,63.13,1249,Query_56178,,A0A3B7DIM4,TRUE
A0A3B7QVQ2,96%,1.00E-175,31.23,1179,Query_56179,,A0A3B7QVQ2,TRUE
A0A3B8PYU0,99%,0,55,1232,Query_56180,,A0A3B8PYU0,TRUE
A0A3B8QAI5,99%,0,58.87,1242,Query_56181,,A0A3B8QAI5,TRUE
A0A3B8R661,96%,0,43.27,1165,Query_56182,,A0A3B8R661,TRUE
A0A3B8VF34,98%,0,61.89,1248,Query_56183,,A0A3B8VF34,TRUE
A0A3B8Y690,95%,5.00E-180,31.12,1192,Query_56184,,A0A3B8Y690,TRUE
A0A3B8Z4Y0,99%,0,56.73,1226,Query_56185,,A0A3B8Z4Y0,TRUE
A0A3B8ZEZ3,99%,0,54.54,1231,Query_56186,,A0A3B8ZEZ3,TRUE
A0A3B9AMS0,99%,0,60.1,1227,Query_56187,,A0A3B9AMS0,TRUE
A0A3B9FLC8,99%,0,56.89,1237,Query_56188,,A0A3B9FLC8,TRUE
A0A3B9HP25,96%,8.00E-147,30.32,1148,Query_56189,,A0A3B9HP25,TRUE
A0A3B9LSY2,96%,0,32.35,1178,Query_56190,,A0A3B9LSY2,TRUE
A0A3B9N3V8,99%,0,59.9,1226,Query_56191,,A0A3B9N3V8,TRUE
A0A3B9RSK7,98%,0,40.29,1181,Query_56192,,A0A3B9RSK7,TRUE
A0A3B9T6C3,99%,0,55,1219,Query_56193,,A0A3B9T6C3,TRUE
A0A3B9VHX3,95%,2.00E-171,30.65,1141,Query_56194,,A0A3B9VHX3,TRUE
A0A3B9XE76,96%,0,48.63,1232,Query_56195,,A0A3B9XE76,TRUE
A0A3B9YGI6,96%,0,37.02,1176,Query_56196,,A0A3B9YGI6,TRUE
A0A3C0A3P8,96%,0,34.25,1130,Query_56197,,A0A3C0A3P8,TRUE
A0A3C0I840,99%,0,60.46,1249,Query_56198,,A0A3C0I840,TRUE
A0A3C0L552,99%,0,60.24,1227,Query_56199,,A0A3C0L552,TRUE
A0A3C0NIR3,95%,2.00E-179,30.69,1186,Query_56200,,A0A3C0NIR3,TRUE
A0A3C0SZQ4,99%,0,56.61,1225,Query_56201,,A0A3C0SZQ4,TRUE
A0A3C0TBG1,99%,0,60.89,1223,Query_56202,,A0A3C0TBG1,TRUE
A0A3C1EJX7,96%,0,34.55,1166,Query_56203,,A0A3C1EJX7,TRUE
A0A3C1FE87,96%,9.00E-179,32.42,1154,Query_56204,,A0A3C1FE87,TRUE
A0A3C1IT47,98%,0,49.23,1219,Query_56205,,A0A3C1IT47,TRUE
A0A3C1M0R6,96%,0,32.02,1181,Query_56206,,A0A3C1M0R6,TRUE
A0A3C1ZL69,98%,0,41.22,1169,Query_56207,,A0A3C1ZL69,TRUE
A0A3D0CU26,96%,0,32.62,1231,Query_56208,,A0A3D0CU26,TRUE
A0A3D0QJQ9,87%,7.00E-148,33.53,1195,Query_56209,,A0A3D0QJQ9,TRUE
A0A3D0QSY3,96%,2.00E-177,31.09,1168,Query_56210,,A0A3D0QSY3,TRUE
A0A3D1AXC7,97%,0,35.76,1179,Query_56211,,A0A3D1AXC7,TRUE
A0A3D1DQB9,99%,0,56.13,1229,Query_56212,,A0A3D1DQB9,TRUE
A0A3D1F4Q3,97%,2.00E-180,31.08,1185,Query_56213,,A0A3D1F4Q3,TRUE
A0A3D1HJ46,96%,0,48.39,1204,Query_56214,,A0A3D1HJ46,TRUE
A0A3D1JJQ9,96%,0,32.84,1174,Query_56215,,A0A3D1JJQ9,TRUE
A0A3D1N2R5,96%,0,34.25,1129,Query_56216,,A0A3D1N2R5,TRUE
A0A3D1TGI3,97%,0,34.97,1154,Query_56217,,A0A3D1TGI3,TRUE
A0A3D1V0R2,99%,0,54.34,1214,Query_56218,,A0A3D1V0R2,TRUE
A0A3D1VRH5,99%,0,66.8,1230,Query_56219,,A0A3D1VRH5,TRUE
A0A3D1XM09,99%,0,59.35,1253,Query_56220,,A0A3D1XM09,TRUE
A0A3D1YDW9,97%,0,35.7,1161,Query_56221,,A0A3D1YDW9,TRUE
A0A3D2GFA4,99%,0,59.69,1235,Query_56222,,A0A3D2GFA4,TRUE
A0A3D2HAB3,99%,0,55.2,1223,Query_56223,,A0A3D2HAB3,TRUE
A0A3D2R0P0,99%,0,58.84,1258,Query_56224,,A0A3D2R0P0,TRUE
A0A3D2UVW1,96%,3.00E-126,26.93,1205,Query_56225,,A0A3D2UVW1,TRUE
A0A3D2X262,96%,4.00E-174,32.42,1138,Query_56226,,A0A3D2X262,TRUE
A0A3D2YZ99,99%,0,54.11,1241,Query_56227,,A0A3D2YZ99,TRUE
A0A3D3FLA7,98%,0,53.63,1237,Query_56228,,A0A3D3FLA7,TRUE
A0A3D3GI34,96%,0,35.17,1172,Query_56229,,A0A3D3GI34,TRUE
A0A3D3GJ99,99%,0,57.74,1214,Query_56230,,A0A3D3GJ99,TRUE
A0A3D3LPZ7,99%,0,59.84,1223,Query_56231,,A0A3D3LPZ7,TRUE
A0A3D3PU75,99%,0,61.21,1256,Query_56232,,A0A3D3PU75,TRUE
A0A3D4A1G7,99%,0,57.04,1230,Query_56233,,A0A3D4A1G7,TRUE
A0A3D4F268,99%,0,60.78,1239,Query_56234,,A0A3D4F268,TRUE
A0A3D4MEU3,98%,0,63.41,1225,Query_56235,,A0A3D4MEU3,TRUE
A0A3D4NEP8,96%,0,34.29,1175,Query_56236,,A0A3D4NEP8,TRUE
A0A3D4UCC7,99%,0,66.64,1233,Query_56237,,A0A3D4UCC7,TRUE
A0A3D4UN97,96%,0,31.02,1187,Query_56238,,A0A3D4UN97,TRUE
A0A3D4WYY6,95%,1.00E-164,31.8,1165,Query_56239,,A0A3D4WYY6,TRUE
A0A3D4YLT2,96%,1.00E-180,33.77,1178,Query_56240,,A0A3D4YLT2,TRUE
A0A3D5D403,99%,0,56.39,1243,Query_56241,,A0A3D5D403,TRUE
A0A3D5FVN1,99%,0,54.83,1237,Query_56242,,A0A3D5FVN1,TRUE
A0A3D5HSC4,99%,0,58.77,1215,Query_56243,,A0A3D5HSC4,TRUE
A0A3D6BC81,99%,0,59.92,1234,Query_56244,,A0A3D6BC81,TRUE
A0A3D6E768,98%,0,50.85,1226,Query_56245,,A0A3D6E768,TRUE
A0A3D8ICX1,96%,3.00E-152,29,1156,Query_56246,,A0A3D8ICX1,TRUE
A0A3D8NMH4,95%,5.00E-172,30.74,1171,Query_56247,,A0A3D8NMH4,TRUE
A0A3D8YWQ1,96%,0,37.57,1150,Query_56248,,A0A3D8YWQ1,TRUE
A0A3D9TB77,95%,1.00E-176,32.44,1140,Query_56249,,A0A3D9TB77,TRUE
A0A3D9UP78,99%,0,62.2,1271,Query_56250,,A0A3D9UP78,TRUE
A0A3D9V9A7,96%,0,32.4,1159,Query_56251,,A0A3D9V9A7,TRUE
A0A3D9YYA0,99%,0,63.55,1239,Query_56252,,A0A3D9YYA0,TRUE
A0A3D9ZEY9,98%,0,54.18,1187,Query_56253,,A0A3D9ZEY9,TRUE
A0A3E0H441,99%,0,64.72,1233,Query_56254,,A0A3E0H441,TRUE
A0A3E0I892,99%,0,55.28,1200,Query_56255,,A0A3E0I892,TRUE
A0A3E0JN12,96%,0,38.96,1145,Query_56256,,A0A3E0JN12,TRUE
A0A3E0JZB1,96%,0,38.07,1140,Query_56257,,A0A3E0JZB1,TRUE
A0A3E0MZ64,99%,0,57.26,1236,Query_56258,,A0A3E0MZ64,TRUE
A0A3E0P1B6,96%,0,34.76,1155,Query_56259,,A0A3E0P1B6,TRUE
A0A3E0PDY2,96%,0,31.82,1195,Query_56260,,A0A3E0PDY2,TRUE
A0A3E0PPA8,99%,0,60.18,1233,Query_56261,,A0A3E0PPA8,TRUE
A0A3E0PZZ1,99%,0,55.01,1264,Query_56262,,A0A3E0PZZ1,TRUE
A0A3E0QK20,99%,0,57.33,1264,Query_56263,,A0A3E0QK20,TRUE
A0A3E0R539,96%,0,39.19,1148,Query_56264,,A0A3E0R539,TRUE
A0A3E0UJ63,99%,0,69.8,1251,Query_56265,,A0A3E0UJ63,TRUE
A0A3E1EII0,99%,0,53.26,1248,Query_56266,,A0A3E1EII0,TRUE
A0A3E2YTX1,96%,5.00E-171,30.72,1164,Query_56267,,A0A3E2YTX1,TRUE
A0A3F2V7F2,99%,0,64.21,1228,Query_56268,,A0A3F2V7F2,TRUE
A0A3G3JWL8,96%,0,38.81,1146,Query_56269,,A0A3G3JWL8,TRUE
A0A3G4YVG4,96%,0,36.01,1152,Query_56270,,A0A3G4YVG4,TRUE
A0A3G5HT40,96%,2.00E-159,32.07,1179,Query_56271,,A0A3G5HT40,TRUE
A0A3G6J072,96%,2.00E-166,31.23,1191,Query_56272,,A0A3G6J072,TRUE
A0A3G6J4Q5,96%,5.00E-173,32.04,1199,Query_56273,,A0A3G6J4Q5,TRUE
A0A3G6UMB2,96%,0,37.97,1135,Query_56274,,A0A3G6UMB2,TRUE
A0A3G8JGX7,96%,0,32.76,1194,Query_56275,,A0A3G8JGX7,TRUE
A0A3G8ZQD9,95%,5.00E-168,32.34,1158,Query_56276,,A0A3G8ZQD9,TRUE
A0A3G9EFE0,99%,0,51.01,1226,Query_56277,,A0A3G9EFE0,TRUE
A0A3G9HIE6,96%,3.00E-166,30.72,1163,Query_56278,,A0A3G9HIE6,TRUE
A0A3G9IC64,98%,0,63.4,1268,Query_56279,,A0A3G9IC64,TRUE
A0A3L6M558,99%,0,62.27,1220,Query_56280,,A0A3L6M558,TRUE
A0A3L7AKB7,98%,0,63.2,1250,Query_56281,,A0A3L7AKB7,TRUE
A0A3L7E3B9,99%,0,63.03,1228,Query_56282,,A0A3L7E3B9,TRUE
A0A3L7HWA2,99%,0,50.8,1191,Query_56283,,A0A3L7HWA2,TRUE
A0A3L7JSN5,96%,0,38.05,1150,Query_56284,,A0A3L7JSN5,TRUE
A0A3L7MTN5,96%,2.00E-160,30.79,1200,Query_56285,,A0A3L7MTN5,TRUE
A0A3L7NKM4,99%,0,56.54,1235,Query_56286,,A0A3L7NKM4,TRUE
A0A3L7NT67,98%,0,55.66,1231,Query_56287,,A0A3L7NT67,TRUE
A0A3L7Q5S3,96%,3.00E-170,30.92,1174,Query_56288,,A0A3L7Q5S3,TRUE
